Unnamed: 0,Name,Platform,Year_of_Release,Variable,Value
217748,GRID Autosport,X360,2014.0,User_Count,56.0
217749,GRID Autosport,PC,2014.0,User_Count,257.0
217750,Red Faction,PS2,2001.0,User_Count,69.0
217751,Overlord II,X360,2009.0,User_Count,46.0
217752,Overlord II,PS3,2009.0,User_Count,24.0
217753,Overlord II,PC,2009.0,User_Count,159.0
217754,Overlord,X360,2007.0,User_Count,70.0
217755,Overlord,PC,2007.0,User_Count,220.0
217756,Goodbye Deponia,PC,2013.0,User_Count,171.0
217757,Deponia,PC,2012.0,User_Count,307.0
217762,Star Trek Online,PC,2010.0,User_Count,694.0
217763,Child of Light,PSV,2014.0,User_Count,108.0
217764,Child of Light,PS4,2014.0,User_Count,451.0
217765,Hearts of Iron III,PC,2009.0,User_Count,233.0
217766,Sengoku,PC,2011.0,User_Count,86.0
217767,Pro Evolution Soccer 2015,PS4,2014.0,User_Count,386.0
217768,Pro Evolution Soccer 2015,PS3,2014.0,User_Count,34.0
217769,Pro Evolution Soccer 2015,XOne,2014.0,User_Count,65.0
217770,Pro Evolution Soccer 2015,X360,2014.0,User_Count,29.0
217771,Pro Evolution Soccer 2015,PC,2014.0,User_Count,173.0
217772,Street Fighter IV,PS3,2009.0,User_Count,330.0
217773,Street Fighter IV,X360,2009.0,User_Count,292.0
217774,Street Fighter IV,PC,,User_Count,352.0
217777,Dead Rising 3,XOne,2013.0,User_Count,908.0
217778,Just Cause 3,PS4,2015.0,User_Count,403.0
217779,Just Cause 3,XOne,2015.0,User_Count,186.0
217780,Just Cause 3,PC,2015.0,User_Count,529.0
217781,X Rebirth,PC,2013.0,User_Count,1340.0
217782,Way of the Samurai 4,PS3,2011.0,User_Count,15.0
217783,F1 2014,PS3,2014.0,User_Count,28.0
217784,F1 2014,X360,2014.0,User_Count,20.0
217785,F1 2014,PC,2014.0,User_Count,65.0
217786,Sniper Elite,PS2,2005.0,User_Count,36.0
217788,Sniper Elite,XB,2005.0,User_Count,11.0
217789,Sniper Elite,PC,2005.0,User_Count,142.0
217790,Tom Clancy's EndWar,X360,2008.0,User_Count,53.0
217791,Tom Clancy's EndWar,PS3,2008.0,User_Count,42.0
217792,Tom Clancy's EndWar,PSP,2008.0,User_Count,8.0
217793,Tom Clancy's EndWar,DS,2008.0,User_Count,4.0
217794,Tom Clancy's EndWar,PC,2009.0,User_Count,42.0
217795,Fallout 3,X360,2008.0,User_Count,1655.0
217796,Fallout 3,PS3,2008.0,User_Count,910.0
217797,Fallout 3,PC,2008.0,User_Count,3450.0
217798,Evil Genius,PC,2004.0,User_Count,106.0
217799,Pillars of Eternity,PC,2014.0,User_Count,2191.0
217800,Tales of Zestiria,PS3,2015.0,User_Count,47.0
217801,Tales of Zestiria,PS4,2015.0,User_Count,315.0
217802,Trials Fusion,PS4,2014.0,User_Count,244.0
217803,Trials Fusion,XOne,2014.0,User_Count,158.0
217804,Trials Fusion,PC,2014.0,User_Count,97.0
217805,Bulletstorm,X360,2011.0,User_Count,439.0
217806,Bulletstorm,PS3,2011.0,User_Count,288.0
217807,Bulletstorm,PC,2011.0,User_Count,768.0
217808,NBA 2K16,PS4,2015.0,User_Count,364.0
217809,NBA 2K16,XOne,2015.0,User_Count,115.0
217810,NBA 2K16,X360,2015.0,User_Count,24.0
217811,NBA 2K16,PS3,2015.0,User_Count,13.0
217812,NBA 2K16,PC,2015.0,User_Count,65.0
217819,Grand Theft Auto,GBA,2004.0,User_Count,23.0
217820,Mini Ninjas,Wii,2009.0,User_Count,12.0
217821,Mini Ninjas,PS3,2009.0,User_Count,62.0
217822,Mini Ninjas,DS,2009.0,User_Count,4.0
217823,Mini Ninjas,X360,2009.0,User_Count,38.0
217824,Mini Ninjas,PC,2009.0,User_Count,78.0
217825,Ikaruga,GC,2003.0,User_Count,42.0
217826,WWE 2K15,PS4,2014.0,User_Count,164.0
217827,WWE 2K15,PS3,2014.0,User_Count,57.0
217828,WWE 2K15,X360,2014.0,User_Count,65.0
217829,WWE 2K15,XOne,2014.0,User_Count,63.0
217830,Dungeon Siege III,PS3,2011.0,User_Count,86.0
217831,Dungeon Siege III,X360,2011.0,User_Count,102.0
217832,Dungeon Siege III,PC,2011.0,User_Count,399.0
217833,15 Days,PC,2009.0,User_Count,8.0
217834,The Secret World,PC,2012.0,User_Count,1326.0
217835,Alpha Protocol,PS3,2010.0,User_Count,117.0
217836,Alpha Protocol,X360,2010.0,User_Count,201.0
217837,Alpha Protocol,PC,2010.0,User_Count,511.0
217840,Syberia,XB,2003.0,User_Count,5.0
217841,Syberia,PC,2002.0,User_Count,235.0
217844,Zombie Army Trilogy,PS4,2015.0,User_Count,88.0
217845,Zombie Army Trilogy,XOne,2015.0,User_Count,40.0
217846,Airline Tycoon 2,PC,2011.0,User_Count,30.0
217847,Cities XL 2012,PC,2011.0,User_Count,95.0
217848,Remember Me,PS3,2013.0,User_Count,424.0
217849,Remember Me,X360,2013.0,User_Count,267.0
217850,Remember Me,PC,2013.0,User_Count,1007.0
217854,Tomb Raider II,PC,1997.0,User_Count,37.0
217855,X-Blades,X360,2009.0,User_Count,14.0
217856,X-Blades,PS3,2009.0,User_Count,15.0
217857,Sacred Gold,PC,2005.0,User_Count,25.0
217858,Call of Duty 2,X360,2005.0,User_Count,307.0
217859,Call of Duty 2,PC,2005.0,User_Count,626.0
217860,F1 2013,PS3,2013.0,User_Count,40.0
217861,F1 2013,X360,2013.0,User_Count,33.0
217862,Devil May Cry 4,PS3,2008.0,User_Count,311.0
217863,Devil May Cry 4,X360,2008.0,User_Count,248.0
217865,Devil May Cry 4,PC,2008.0,User_Count,353.0
217866,Binary Domain,PS3,2012.0,User_Count,179.0
217867,Binary Domain,X360,2012.0,User_Count,185.0
217868,NBA 2K14,X360,2013.0,User_Count,150.0
217869,NBA 2K14,PS3,2013.0,User_Count,142.0
217870,NBA 2K14,PS4,2013.0,User_Count,368.0
217871,NBA 2K14,XOne,2013.0,User_Count,183.0
217872,Lost Planet 3,PS3,2013.0,User_Count,102.0
