Unnamed: 0,Name,Platform,Year_of_Release,Variable,Value
150850,Grand Theft Auto III,PC,2002.0,Global_Sales,0.01
150851,Assassin's Creed,X360,2007.0,Global_Sales,5.54
150852,Assassin's Creed,PS3,2007.0,Global_Sales,4.82
150853,Assassin's Creed,PC,2008.0,Global_Sales,0.91
150854,Majesty 2 Collection,PC,2011.0,Global_Sales,0.02
150855,Wasteland 2,PS4,2015.0,Global_Sales,0.11
150856,Wasteland 2,PC,2015.0,Global_Sales,0.1
150857,Wasteland 2,XOne,2015.0,Global_Sales,0.05
150858,Gothic 3,PC,2006.0,Global_Sales,0.06
150859,Dead Rising 2,X360,2010.0,Global_Sales,1.49
150860,Dead Rising 2,PS3,2010.0,Global_Sales,1.36
150861,Dead Rising 2,PC,2010.0,Global_Sales,0.14
150862,Dead Rising 2,PS4,2016.0,Global_Sales,0.03
150863,Dead Rising 2,XOne,2016.0,Global_Sales,0.02
150864,Rogue Warrior,PS3,2009.0,Global_Sales,0.13
150865,Rogue Warrior,X360,2009.0,Global_Sales,0.11
150866,Worms Armageddon,PS,1999.0,Global_Sales,1.06
150867,Worms Armageddon,N64,1999.0,Global_Sales,0.04
150868,Farming Simulator 2013,PC,2012.0,Global_Sales,0.96
150869,Farming Simulator 2013,X360,2013.0,Global_Sales,0.38
150870,Farming Simulator 2013,PS3,2013.0,Global_Sales,0.14
150871,GRID Autosport,PS3,2014.0,Global_Sales,0.18
150872,GRID Autosport,X360,2014.0,Global_Sales,0.09
150873,GRID Autosport,PC,2014.0,Global_Sales,0.02
150874,Red Faction,PS2,2001.0,Global_Sales,1.92
150875,Overlord II,X360,2009.0,Global_Sales,0.32
150876,Overlord II,PS3,2009.0,Global_Sales,0.32
150877,Overlord II,PC,2009.0,Global_Sales,0.03
150878,Overlord,X360,2007.0,Global_Sales,0.4
150879,Overlord,PC,2007.0,Global_Sales,0.02
150880,Goodbye Deponia,PC,2013.0,Global_Sales,0.07
150881,Deponia,PC,2012.0,Global_Sales,0.15
150882,Sid Meier's Pirates!,PSP,2007.0,Global_Sales,0.2
150883,Sid Meier's Pirates!,Wii,2010.0,Global_Sales,0.16
150884,Sid Meier's Pirates!,XB,2005.0,Global_Sales,0.14
150885,Dragon's Lair,DS,2010.0,Global_Sales,0.02
150886,Star Trek Online,PC,2010.0,Global_Sales,0.02
150887,Child of Light,PSV,2014.0,Global_Sales,0.07
150888,Child of Light,PS4,2014.0,Global_Sales,0.05
150889,Hearts of Iron III,PC,2009.0,Global_Sales,0.07
150890,Sengoku,PC,2011.0,Global_Sales,0.01
150891,Pro Evolution Soccer 2015,PS4,2014.0,Global_Sales,0.75
150892,Pro Evolution Soccer 2015,PS3,2014.0,Global_Sales,0.58
150893,Pro Evolution Soccer 2015,XOne,2014.0,Global_Sales,0.14
150894,Pro Evolution Soccer 2015,X360,2014.0,Global_Sales,0.14
150895,Pro Evolution Soccer 2015,PC,2014.0,Global_Sales,0.06
150896,Street Fighter IV,PS3,2009.0,Global_Sales,4.16
150897,Street Fighter IV,X360,2009.0,Global_Sales,2.94
150898,Street Fighter IV,PC,,Global_Sales,0.13
150899,Sid Meier's Railroads!,PC,2006.0,Global_Sales,0.04
150900,Bejeweled 2 Deluxe,PC,2006.0,Global_Sales,0.02
150901,Dead Rising 3,XOne,2013.0,Global_Sales,1.57
150902,Just Cause 3,PS4,2015.0,Global_Sales,1.86
150903,Just Cause 3,XOne,2015.0,Global_Sales,0.9
150904,Just Cause 3,PC,2015.0,Global_Sales,0.14
150905,X Rebirth,PC,2013.0,Global_Sales,0.08
150906,Way of the Samurai 4,PS3,2011.0,Global_Sales,0.19
150907,F1 2014,PS3,2014.0,Global_Sales,0.41
150908,F1 2014,X360,2014.0,Global_Sales,0.23
150909,F1 2014,PC,2014.0,Global_Sales,0.1
150910,Sniper Elite,PS2,2005.0,Global_Sales,0.19
150911,Sniper Elite,Wii,2010.0,Global_Sales,0.11
150912,Sniper Elite,XB,2005.0,Global_Sales,0.09
150913,Sniper Elite,PC,2005.0,Global_Sales,0.02
150914,Tom Clancy's EndWar,X360,2008.0,Global_Sales,0.91
150915,Tom Clancy's EndWar,PS3,2008.0,Global_Sales,0.66
150916,Tom Clancy's EndWar,PSP,2008.0,Global_Sales,0.11
150917,Tom Clancy's EndWar,DS,2008.0,Global_Sales,0.09
150918,Tom Clancy's EndWar,PC,2009.0,Global_Sales,0.02
150919,Fallout 3,X360,2008.0,Global_Sales,4.93
150920,Fallout 3,PS3,2008.0,Global_Sales,3.94
150921,Fallout 3,PC,2008.0,Global_Sales,0.98
