Unnamed: 0,Name,Platform,Year_of_Release,Variable,Value
100636,Football Manager 2014,PC,2013.0,EU_Sales,0.6
100637,Football Manager 2014,PSV,2013.0,EU_Sales,0.08
100638,Football Manager 2016,PC,2015.0,EU_Sales,0.33
100639,Test Drive Unlimited 2,X360,,EU_Sales,0.31
100640,Test Drive Unlimited 2,PS3,,EU_Sales,0.34
100641,Test Drive Unlimited 2,PC,,EU_Sales,0.11
100642,Mortal Kombat X,PS4,2015.0,EU_Sales,0.8
100643,Mortal Kombat X,XOne,2015.0,EU_Sales,0.21
100644,Mortal Kombat X,PC,2015.0,EU_Sales,0.04
100645,Max Payne 3,PS3,2012.0,EU_Sales,0.89
100646,Max Payne 3,X360,2012.0,EU_Sales,0.62
100647,Max Payne 3,PC,2012.0,EU_Sales,0.22
100648,Shovel Knight,3DS,2015.0,EU_Sales,0.04
100649,Shovel Knight,WiiU,2015.0,EU_Sales,0.04
100650,Shovel Knight,PS4,2015.0,EU_Sales,0.03
100651,The Last Remnant,X360,2008.0,EU_Sales,0.2
100652,The Last Remnant,PC,2009.0,EU_Sales,0.01
100653,The Evil Within,PS4,2014.0,EU_Sales,0.86
100654,The Evil Within,PS3,2014.0,EU_Sales,0.34
100655,The Evil Within,XOne,2014.0,EU_Sales,0.25
100656,The Evil Within,X360,2014.0,EU_Sales,0.16
100657,The Evil Within,PC,2014.0,EU_Sales,0.16
100658,Rayman Legends,PS4,2014.0,EU_Sales,0.64
100659,Rayman Legends,WiiU,2013.0,EU_Sales,0.33
100660,Rayman Legends,PS3,2013.0,EU_Sales,0.34
100661,Rayman Legends,X360,2013.0,EU_Sales,0.2
100662,Rayman Legends,XOne,2014.0,EU_Sales,0.18
100663,Rayman Legends,PSV,2014.0,EU_Sales,0.1
100664,Guild Wars,PC,2005.0,EU_Sales,0.0
100665,Evolve,PS4,2015.0,EU_Sales,0.41
100666,Evolve,XOne,2015.0,EU_Sales,0.2
100667,Evolve,PC,2015.0,EU_Sales,0.1
100668,Far Cry,PC,2004.0,EU_Sales,0.04
100669,Risen,X360,2009.0,EU_Sales,0.11
100670,Risen,PC,2009.0,EU_Sales,0.11
100671,FlatOut 2,PS2,2006.0,EU_Sales,0.06
100672,FlatOut 2,XB,2006.0,EU_Sales,0.01
100673,Farming Simulator 2011,PC,2010.0,EU_Sales,0.13
100674,NBA 2K15,PS4,2014.0,EU_Sales,0.54
100675,NBA 2K15,XOne,2014.0,EU_Sales,0.18
100676,NBA 2K15,X360,2014.0,EU_Sales,0.11
100677,NBA 2K15,PS3,2014.0,EU_Sales,0.21
100678,NASCAR '14,X360,2014.0,EU_Sales,0.0
100679,NASCAR '14,PS3,2014.0,EU_Sales,0.0
